company,listing_country,locality,industry,sector,reporting_year,listing_year,incorporation_year,net_prof,tot_asst,bk_eqt,market_value,com_1,com_2,com_3,com_4,com_5,com_6,com_7,com_8,com_9,com_10,com_11,com_12,com_13,com_14,com_15,com_16,com_17,com_18,com_19,com_20,com_21,com_22,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,hr_24,hr_25,hr_26,hr_27,hr_28,hr_29,hr_30,prod_1,prod_2,prod_3,prod_4,prod_5,prod_6,env_1,env_2,env_3,env_4,env_5,env_6,env_7,env_8,env_9,env_10,env_11,env_12,env_13,env_14,env_15,ene_1,ene_2,ene_3,ene_4,ene_5,ene_6,ene_7,emi_1,emi_2,emi_3,emi_4,emi_5,emi_6,emi_7,emi_8,emi_9,emi_10,oth_1,oth_2,oth_3,oth_4,oth_5,oth_6,social_committee
African And Overseas Enterprises Limited,South Africa,Multinational,General Retailers,Consumer Services,2017,1948,1947,147000,330615000,260795000,131900000,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1
African And Overseas Enterprises Limited,South Africa,Multinational,General Retailers,Consumer Services,2018,1948,1947,5709000,349016000,272522000,220500000,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1
African Oxygen Limited,South Africa,Multinational,Chemicals,Basic Materials,2014,1963,1927,96000000,5909000000,3047000000,0,4,0,4,0,0,4,4,4,4,0,0,0,4,0,0,0,4,0,0,0,0,4,4,4,4,0,4,0,0,0,4,4,0,0,4,0,4,0,0,4,0,0,4,4,0,0,4,4,0,0,0,0,0,0,4,4,4,4,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,4,0,0,4,4,0,4,0,4,4,0,0,0,0,0,0,4,0,0,4,0,4,0
African Oxygen Limited,South Africa,Multinational,Chemicals,Basic Materials,2015,1963,1927,425000000,6295000000,3468000000,0,4,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,4,0,0,0,0,0,4,4,0,0,4,0,4,0,0,4,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,4,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,1
African Oxygen Limited,South Africa,Multinational,Chemicals,Basic Materials,2016,1963,1927,600000000,6447000000,3684000000,0,4,0,4,0,0,4,4,4,0,0,0,0,4,4,0,0,4,0,0,0,0,4,4,4,4,0,0,0,0,0,4,4,0,0,4,0,4,0,0,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,4,0,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,4,4,0,4,0,4,0,0,4,0,0,0,0,4,0,0,4,0,4,1
African Oxygen Limited,South Africa,Multinational,Chemicals,Basic Materials,2017,1963,1927,638000000,6956000000,4034000000,0,4,0,4,0,0,4,4,4,4,0,0,0,4,4,0,0,4,0,4,0,0,4,4,4,4,0,4,4,0,0,4,4,0,4,4,0,4,0,0,4,0,4,4,4,0,0,4,4,0,0,0,0,0,0,0,4,4,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,0,0,0,0,4,0,4,0,0,0,0,4,0,0,4,0,4,1
African Oxygen Limited,South Africa,Multinational,Chemicals,Basic Materials,2018,1963,1927,457000000,6950000000,4023000000,0,4,0,4,0,0,4,4,4,0,0,0,0,4,4,0,0,4,0,4,0,0,4,4,4,4,0,4,0,0,0,4,4,0,4,4,0,4,4,0,4,0,0,4,4,0,0,0,4,0,0,0,0,0,4,0,4,4,4,0,0,0,4,4,4,0,4,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,4,0,0,4,0,4,1
African Rainbow Minerals Limited,South Africa,Multinational,Industrial Metals and Mining,Basic Materials,2014,1994,1988,4108000000,36458000000,26905000000,0,0,0,0,0,0,0,4,4,4,0,0,0,4,4,0,0,4,0,0,0,0,4,4,4,4,0,0,0,0,0,4,4,0,0,4,0,5,4,0,4,4,4,5,4,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,1
African Rainbow Minerals Limited,South Africa,Multinational,Industrial Metals and Mining,Basic Materials,2015,1994,1988,1744000000,35127000000,24581000000,0,4,0,4,4,0,0,4,5,4,0,0,0,4,3,4,0,4,0,0,0,0,4,4,4,4,0,4,0,0,0,4,4,0,4,4,0,5,4,0,4,4,4,5,4,0,4,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,5,4,0,5,0,4,1
African Rainbow Minerals Limited,South Africa,Multinational,Industrial Metals and Mining,Basic Materials,2016,1994,1988,1051000000,32246000000,24040000000,0,4,0,4,0,0,0,4,5,0,0,0,0,4,4,0,0,5,0,0,0,0,4,5,4,4,0,4,4,0,0,4,4,0,4,4,0,5,4,0,4,4,4,5,4,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,4,0,0,0,0,0,4,0,0,4,0,4,5,0,0,0,0,0,0,5,4,0,5,0,4,1
African Rainbow Minerals Limited,South Africa,Multinational,Industrial Metals and Mining,Basic Materials,2017,1994,1988,1432000000,32246000000,24040000000,23970000000,4,0,4,0,0,0,5,4,4,0,0,0,0,4,0,0,4,0,0,0,0,4,5,5,5,0,0,0,0,0,4,4,0,0,5,0,4,0,0,4,0,0,5,0,0,0,0,4,0,0,0,0,0,0,3,4,0,4,0,0,0,4,0,4,0,4,4,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,4,1
African Rainbow Minerals Limited,South Africa,Multinational,Industrial Metals and Mining,Basic Materials,2018,1994,1988,4822000000,32305000000,27378000000,18371000000,5,0,5,0,0,5,5,5,5,0,0,0,4,5,0,5,4,0,0,0,0,0,5,5,5,0,5,0,0,0,5,5,0,0,5,0,3,5,0,5,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,4,0,0,0,0,0,5,0,5,0,0,0,5,0,0,4,0,4,4,0,0,0,0,0,0,5,0,0,5,0,4,1
Afrimat Limited,South Africa,Local,Construction and Materials,Industrials,2014,2006,2006,76716308,1567670749,576449471,0,4,0,4,0,0,4,4,4,4,0,0,0,4,4,0,0,4,0,0,0,0,4,4,4,4,0,4,0,0,0,4,4,0,4,4,0,4,4,0,4,0,4,4,0,0,0,4,4,0,0,4,0,0,0,4,4,0,4,0,0,4,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,4,4,4,0,4,0,4,1
Afrimat Limited,South Africa,Local,Construction and Materials,Industrials,2015,2006,2006,57503340,1647705542,523661924,0,0,0,0,0,0,4,4,4,0,0,0,0,4,4,0,0,4,0,0,0,0,4,4,4,4,0,4,0,0,0,4,4,0,4,4,0,4,4,0,4,0,4,4,0,0,4,4,4,0,0,0,0,0,0,4,4,0,4,0,0,0,0,4,0,0,4,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,4,1
Afrimat Limited,South Africa,Local,Construction and Materials,Industrials,2016,2006,2006,55984000,2266325000,481128000,0,4,0,4,0,0,4,4,4,0,0,0,0,4,4,0,0,4,0,4,4,0,4,4,4,4,0,0,0,0,0,4,4,0,4,4,0,4,4,0,0,0,4,4,0,0,0,4,4,0,4,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,1
Afrimat Limited,South Africa,Local,Construction and Materials,Industrials,2017,2006,2006,75472000,1283044000,481128000,0,0,0,4,0,0,4,4,4,0,0,0,0,4,4,0,0,4,0,0,0,0,4,4,4,4,0,4,0,0,0,5,5,0,0,4,0,4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0,4,4,0,4,0,0,0,0,4,0,0,4,4,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,4,0,0,0,0,0,4,4,4,0,4,0,5,1
Afrimat Limited,South Africa,Local,Construction and Materials,Industrials,2018,2006,2006,798003000,1653377000,1 158 072,0,4,0,4,0,0,4,4,4,4,0,0,0,4,4,0,0,4,0,0,0,0,4,4,4,4,0,4,4,0,0,4,4,0,0,4,0,4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0,4,4,0,4,0,0,0,4,4,4,0,4,4,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,0,0,0,0,0,0,4,4,4,0,4,0,0,1
Ah-Vest Limited,South Africa,Local,Food Producers,Consumer Goods,2014,1998,1989,-4943477,71392377,13567320,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ah-Vest Limited,South Africa,Local,Food Producers,Consumer Goods,2015,1998,1989,1933818,69130145,18244904,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ah-Vest Limited,South Africa,Local,Food Producers,Consumer Goods,2016,1998,1989,4677584,88340764,19562163,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ah-Vest Limited,South Africa,Local,Food Producers,Consumer Goods,2017,1998,1989,1317243,88340764,19562155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ah-Vest Limited,South Africa,Local,Food Producers,Consumer Goods,2018,1998,1989,1083090,90490135,20645245,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Air Mauritius,Mauritius,Multinational,Travel and Leisure,Consumer Services,2014,,1967,8500000,334636000,42934000,1764761250,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
Air Mauritius,Mauritius,Multinational,Travel and Leisure,Consumer Services,2015,,1967,22900000,340440000,82480000,1416924250,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4,0,4,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
Air Mauritius,Mauritius,Multinational,Travel and Leisure,Consumer Services,2016,,1967,16500000,373053000,91201000,1386232750,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
Air Mauritius,Mauritius,Multinational,Travel and Leisure,Consumer Services,2017,,1967,27600000,366298000,87921000,1483422500,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,4,0,0,4,0,0,0
Air Mauritius,Mauritius,Multinational,Travel and Leisure,Consumer Services,2018,,1967,4900000,239513000,155 893000,1483422500,4,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,4,3,0,3,0,0,0,4,4,0,0,3,0,0,4,0,0,0,0,4,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0
Alaris Holdings Limited,South Africa,Multinational,Aerospace and Defense,Industrials,2014,,1997,-107159067,239511745,12341725,0,4,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alaris Holdings Limited,South Africa,Multinational,Aerospace and Defense,Industrials,2015,,1997,-5124000,205018000,115326000,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alaris Holdings Limited,South Africa,Multinational,Aerospace and Defense,Industrials,2016,,1997,21192000,277837000,133646000,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Alaris Holdings Limited,South Africa,Multinational,Aerospace and Defense,Industrials,2017,,1997,31822000,155752000,77830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alaris Holdings Limited,South Africa,Multinational,Aerospace and Defense,Industrials,2018,,1997,32919000,155626000,116328000,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1
Allied Electronics Corporation Limited,South Africa,Multinational,Software and Computer Services,Technology,2014,1979,1965,603000,15182000000,3762000000,0,4,0,4,0,0,4,4,4,4,0,0,0,4,4,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,4,4,0,0,4,0,0,4,4,4,0,4,5,0,0,3,4,5,0,0,0,0,0,4,0,4,4,4,0,4,0,4,0,4,0,4,4,4,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Allied Electronics Corporation Limited,South Africa,Multinational,Software and Computer Services,Technology,2015,1979,1965,312000,15182000,3762000,0,4,0,4,4,0,4,4,5,4,4,0,0,4,4,4,0,4,0,0,0,0,4,4,4,4,0,4,4,4,4,4,4,0,0,4,0,4,4,4,4,4,4,5,4,0,4,4,4,0,0,0,0,0,5,4,5,4,5,0,4,4,4,4,4,0,4,4,4,0,0,0,4,0,4,4,0,0,4,0,0,4,0,4,4,0,4,0,0,0,4,4,4,0,4,0,0,1
Allied Electronics Corporation Limited,South Africa,Multinational,Software and Computer Services,Technology,2016,1979,1965,-488000,14447000,2736000,0,0,0,0,0,0,4,0,4,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Allied Electronics Corporation Limited,South Africa,Multinational,Software and Computer Services,Technology,2017,1979,1965,240000,9551000,2028000,0,4,0,4,0,0,4,4,4,4,4,0,0,0,4,4,0,4,0,0,0,0,4,4,4,4,0,4,0,0,0,5,5,0,0,0,0,4,4,0,5,0,5,0,0,0,0,4,0,0,0,0,0,0,5,5,4,4,4,0,0,4,4,4,4,0,0,0,4,0,4,0,4,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0,4,4,0,4,0,0,1
Allied Electronics Corporation Limited,South Africa,Multinational,Software and Computer Services,Technology,2018,1979,1965,448000,9458000,2545000,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alteo,Mauritius,Multinational,Food Producers,Consumer Goods,2014,2012,2012,117838000,26488944000,22275095000,10860581292,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1
Alteo,Mauritius,Multinational,Food Producers,Consumer Goods,2015,2012,2012,470203000,29044698000,21720325000,9459215964,4,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1
Alteo,Mauritius,Multinational,Food Producers,Consumer Goods,2016,2012,2012,-331365000,29491817000,22080858000,8694834876,4,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,4,0,0,0,0,4,4,4,0,0,4,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alteo,Mauritius,Multinational,Food Producers,Consumer Goods,2017,2012,2012,1684874000,28536399000,22821006000,10908355110,4,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,4,4,0,0,0,4,4,4,4,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,3,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Alteo,Mauritius,Multinational,Food Producers,Consumer Goods,2018,2012,2012,202993000,30443535000,18390388000,8153398272,0,0,0,0,0,4,4,4,0,0,0,0,0,4,4,4,4,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1
Andulela Investment Holdings Limited,South Africa,Local,Industrial Metals and Mining,Basic Materials,2014,1958,1950,-1643654,994786988,467670393,0,4,0,4,0,0,4,4,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,4,4,4,0,4,0,0,0,4,4,0,0,3,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
Andulela Investment Holdings Limited,South Africa,Local,Industrial Metals and Mining,Basic Materials,2015,1958,1950,-1899617,982436000,371170620,0,4,0,4,0,0,4,4,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,4,4,4,0,4,0,0,0,4,4,0,0,3,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
Andulela Investment Holdings Limited,South Africa,Local,Industrial Metals and Mining,Basic Materials,2016,1958,1950,-96499773,694833000,105174000,0,4,0,4,0,0,4,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,4,4,4,0,3,0,0,0,4,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
Andulela Investment Holdings Limited,South Africa,Local,Industrial Metals and Mining,Basic Materials,2017,1958,1950,-17824000,142577000,105176000,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,4,4,4,4,0,4,0,0,0,4,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Andulela Investment Holdings Limited,South Africa,Local,Industrial Metals and Mining,Basic Materials,2018,1958,1950,-2964000,168927000,91944000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,4,4,4,0,4,0,0,0,4,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1
Anglo American Platinium Limited,South Africa,Multinational,Mining,Basic Materials,2014,1977,1946,786000,72920000000,39244000000,0,4,0,4,0,0,4,4,4,4,4,0,0,0,4,0,0,5,0,0,0,0,4,4,4,0,0,4,0,0,0,5,4,0,5,4,0,0,4,0,0,4,4,5,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0
Anglo American Platinium Limited,South Africa,Multinational,Mining,Basic Materials,2015,1977,1946,107000,77697000000,39782000000,0,4,0,4,0,0,0,4,5,0,4,0,0,4,4,0,0,5,0,0,0,0,4,4,4,4,0,4,0,0,0,4,4,0,0,4,0,0,4,0,4,4,4,5,0,0,0,0,5,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Anglo American Platinium Limited,South Africa,Multinational,Mining,Basic Materials,2016,1977,1946,9096000,80814000000,41001000000,0,4,0,4,0,0,0,4,5,4,4,0,0,4,4,4,0,5,0,0,0,0,4,4,4,4,0,4,4,0,0,4,4,0,4,4,0,0,4,0,4,4,4,5,0,0,0,4,5,0,0,4,0,0,4,4,4,0,4,0,0,0,4,0,4,0,4,4,4,0,0,0,4,0,0,0,0,0,4,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,1
Anglo American Platinium Limited,South Africa,Multinational,Mining,Basic Materials,2017,1977,1946,1508000,80814000,41001000,0,4,0,4,0,0,4,0,5,0,4,0,0,0,4,4,4,4,0,0,0,0,4,4,4,0,0,4,0,0,0,4,4,0,4,4,0,4,4,0,5,4,0,4,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,4,0,4,4,4,0,0,0,4,0,4,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,1
Anglo American Platinium Limited,South Africa,Multinational,Mining,Basic Materials,2018,1977,1946,7643000,89288000,47342000,0,4,0,4,0,0,4,4,5,4,4,0,0,4,4,0,0,5,0,0,0,0,4,4,4,4,0,4,0,0,0,4,4,0,4,4,0,0,4,0,5,4,4,4,4,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,4,0,0,4,4,0,0,0,4,0,4,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,4,0,0,4,0,0,1
Anglo American Plc,South Africa,Multinational,Mining,Basic Materials,2014,1999,1917,-5842000,52013000000,21342000000,0,4,0,4,0,0,4,4,4,4,0,0,0,4,5,0,0,5,4,0,0,0,4,4,5,0,0,4,5,0,0,5,5,0,0,4,0,4,0,0,5,4,5,5,5,0,0,0,5,5,0,4,0,0,5,0,4,0,4,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
